"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_20","exp_avant_20","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","France U16","France U17","France U18","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","Y"
1861,"Defenseur",3,"Martinique","aucun","aucun",0,0,18.36,18.36,18.36,18.36,18.36,18.36,NA,NA,NA,NA,3e-05,15.3,2,"1","0","1",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1894,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.31,3,"1","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,0
1898,"Milieu",9,"Congo","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1902,"Defenseur",5,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,14.14,3,"0","0","1",0,1,0,NA,NA,NA,NA,NA,3,176,3,NA,NA,NA,NA,0
1904,"Milieu",5,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044,20.56,1,"0","0","0",1,0,0,NA,4,201,3,NA,NA,NA,NA,NA,NA,NA,NA,0
1911,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1913,"Defenseur",3,"Cameroun","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,13.21,2,"0","1","1",1,0,0,NA,7,464,5,NA,NA,NA,NA,NA,NA,NA,NA,0
1925,"Attaquant",10,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00023,18.73,3,"0","1","1",0,1,1,NA,NA,NA,NA,1,1,49,NA,NA,1,44,NA,0
1926,"Milieu",2,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,13.08,1,"0","0","1",1,0,0,NA,2,83,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1951,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,12.18,12.18,14.25,12.18,12.18,12.18,14.25,12.18,12.18,12.18,3e-05,11.22,3,"1","0","0",0,1,0,NA,NA,NA,NA,NA,2,109,1,NA,NA,NA,NA,0
1954,"Milieu",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1956,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,11.42,2,"1","0","0",0,1,0,NA,NA,NA,NA,NA,1,75,1,NA,NA,NA,NA,0
1963,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,17.11,16.07,15.45,16.07,16.37,16.37,14.04,15.65,15.65,18.39,8e-05,10.14,3,"1","0","0",1,1,1,NA,2,75,1,1,6,259,1,NA,3,132,1,0
1977,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00146,76.22,1,"0","0","1",0,1,1,NA,NA,NA,NA,NA,3,270,3,NA,2,112,1,0
1991,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",0,0,NA,14.23,14.33,14.23,14.89,14.89,14.33,14.23,14.23,13.91,4e-05,10.96,2,"0","0","0",1,0,0,NA,3,146,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2008,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,26.11,3,"1","0","0",0,1,1,NA,NA,NA,NA,NA,1,42,NA,NA,2,45,NA,0
2016,"Milieu",3,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",2,0,13.49,13.36,12.11,13.36,13.69,13.69,13.06,13.75,13.75,14.42,0.00021,7.33,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,483,5,1
2027,"Defenseur",6,"France","CFM - ACADEMY AS MONACO FC","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,11.68,3,"1","1","0",1,1,0,NA,8,575,7,NA,1,90,1,NA,NA,NA,NA,0
2039,"Attaquant",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,9.77,9.77,9.77,NA,NA,NA,9.77,9.77,9.77,0.00064,13.3,1,"0","1","0",1,0,0,4,8,366,4,NA,NA,NA,NA,NA,NA,NA,NA,0
2050,"Gardien de But",12,"Algérie","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.08,2,"0","1","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,0
2059,"Milieu",12,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00091,10.54,3,"1","0","1",0,1,0,NA,NA,NA,NA,1,7,268,2,NA,NA,NA,NA,0
2060,"Attaquant",2,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,10.23,13.61,15.47,13.61,17.16,17.16,17.8,12.65,12.65,13.61,0.00102,12.46,1,"0","0","1",0,1,0,NA,NA,NA,NA,4,9,358,4,NA,NA,NA,NA,0
2065,"Milieu",6,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062,16.31,2,"1","0","0",0,1,0,NA,NA,NA,NA,NA,1,19,NA,NA,NA,NA,NA,0
2069,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,14.62,14.62,15.6,14.62,16.34,16.34,16.26,NA,NA,NA,4e-05,11.28,2,"1","0","1",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2071,"Defenseur",12,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,1,20,20,20,20,20,20,NA,NA,NA,NA,4e-05,16.36,2,"0","1","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2074,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,32.59,1,"0","0","0",1,1,1,NA,4,175,2,NA,1,30,NA,NA,5,215,1,0
2079,"Defenseur",7,"Mauritanie","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,NA,6,522,6,NA,NA,NA,NA,NA,NA,NA,NA,0
2099,"Defenseur",8,"Sénégal","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,46.33,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2115,"Attaquant",3,"Cote d'ivoire","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM REIMS",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00112,19.9,3,"0","0","1",1,0,1,NA,2,180,2,NA,NA,NA,NA,2,3,190,3,1
2116,"Milieu",2,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,11.94,11.69,15.12,11.69,14.91,14.91,18.29,11.69,11.69,11.69,0.00025,11.87,1,"0","0","1",0,1,1,NA,NA,NA,NA,2,14,823,8,NA,6,397,4,0
2118,"Attaquant",10,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00064,17.21,3,"1","0","1",1,0,0,3,11,582,7,NA,NA,NA,NA,NA,NA,NA,NA,0
2125,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00029,12.95,2,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,178,2,0
2133,"Attaquant",1,"France","aucun","aucun",2,0,13.5,14.43,14.71,14.43,14.71,14.71,14.89,14.52,14.52,13.02,0.00099,9.59,4,"1","1","0",1,0,1,1,3,122,1,NA,NA,NA,NA,9,12,671,8,0
2186,"Attaquant",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00088,15.75,2,"1","0","0",1,0,0,3,14,731,8,NA,NA,NA,NA,NA,NA,NA,NA,0
2187,"Milieu",1,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,10.99,2,"0","0","1",0,1,0,NA,NA,NA,NA,NA,2,122,2,NA,NA,NA,NA,0
2197,"Milieu",4,"France","aucun","aucun",0,0,12.88,12.88,13.88,12.88,13.88,13.88,NA,11.87,11.87,11.87,1e-05,10.27,6,"0","1","1",1,0,0,NA,2,56,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2240,"Milieu",9,"France","aucun","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,22.15,4,"0","0","1",1,0,0,NA,3,181,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2241,"Milieu",6,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM GUADELOUPE",0,0,14.85,15.31,16.24,15.31,NA,NA,NA,14.85,14.85,14.85,0.00022,11.56,1,"0","0","0",1,0,1,2,5,252,3,NA,NA,NA,NA,2,5,285,3,0
2245,"Milieu",3,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,15.25,4,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,0
2248,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00025,16.36,2,"0","0","1",1,0,0,NA,2,131,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2249,"Defenseur",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",1,0,NA,11.52,14.27,11.52,15,15,14.27,11.51,11.52,8.76,0.00019,9.95,3,"0","1","1",1,1,0,NA,8,417,4,NA,3,163,2,NA,NA,NA,NA,0
2260,"Attaquant",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM AIX EN PROVENCE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.15,2,"0","1","1",1,0,0,NA,6,322,3,NA,NA,NA,NA,NA,NA,NA,NA,0
2269,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.46,14.92,15.3,14.92,15.48,15.48,15.3,15.61,15.61,14.46,0.00012,9.11,2,"1","0","1",1,0,0,NA,5,319,3,NA,NA,NA,NA,NA,NA,NA,NA,0
2296,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,12.64,1,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2297,"Attaquant",5,"Maroc","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,10.47,2,"1","0","1",0,1,1,NA,NA,NA,NA,NA,2,83,1,6,8,514,6,0
2321,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,1,NA,12.26,12.26,12.26,12.26,12.26,12.26,12.26,12.26,NA,0.00041,12.02,4,"0","0","1",1,1,1,NA,6,247,2,NA,1,23,NA,NA,1,62,1,0
2325,"Gardien de But",11,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,13.65,13.28,13.01,13.28,14.12,14.12,13.01,13.28,13.28,13.65,0,7.42,1,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,1
2341,"Defenseur",9,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,12.77,12.83,12.92,12.83,12.77,12.77,12.92,12.83,12.83,12.77,7e-05,10.61,1,"1","0","0",1,0,0,1,1,60,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2344,"Defenseur",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,16.88,15.59,17.84,15.59,16.24,16.24,17.84,15.59,15.59,15.59,2e-05,8.59,3,"1","1","1",0,1,0,NA,NA,NA,NA,NA,3,222,2,NA,NA,NA,NA,0
2348,"Defenseur",8,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,11.78,10.93,11.56,10.93,10.93,10.93,11.56,10.93,10.93,11.78,0.00015,10.4,6,"1","0","1",1,0,0,NA,2,66,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2352,"Milieu",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,11.4,3,"1","1","0",1,1,0,NA,6,284,3,1,12,393,3,NA,NA,NA,NA,0
2361,"Defenseur",2,"Turquie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM NANCY",2,1,NA,14.55,13.51,14.55,14.61,14.61,13.51,14.55,14.55,15.94,1e-05,9.19,5,"1","1","1",0,1,1,NA,NA,NA,NA,NA,10,654,7,NA,6,448,5,0
2362,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,10.8,10.8,10.8,10.8,10.8,10.8,NA,NA,NA,NA,0.00011,14.11,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,213,3,0
2367,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.6,1,"0","1","0",0,1,1,NA,NA,NA,NA,NA,3,180,2,NA,1,90,1,0
2372,"Attaquant",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00104,8.91,2,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2416,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00699,15.89,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2432,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,18.48,1,"0","0","1",1,1,0,NA,12,942,11,NA,1,90,1,NA,NA,NA,NA,0
2439,"Milieu",9,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,6.63,16.67,16.67,16.67,16.19,16.19,16.67,14.66,14.66,NA,0.00024,9.32,3,"1","0","1",1,0,0,NA,2,90,1,NA,NA,NA,NA,NA,NA,NA,NA,1
2446,"Defenseur",10,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM PLOUFRAGAN",0,0,14.66,14.15,14.21,14.15,14.15,14.15,14.21,14.15,14.15,14.66,0.00021,8.42,2,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2464,"Attaquant",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2479,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,1,NA,13.74,13.93,13.74,13.49,13.49,13.93,13.74,13.74,13.02,0.00011,7.63,6,"1","1","1",1,1,0,NA,6,308,3,NA,2,113,2,NA,NA,NA,NA,0
2491,"Milieu",3,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,13.55,13.55,13.55,NA,NA,13.55,13.55,13.55,NA,0.00026,16.91,1,"1","0","0",1,1,0,NA,5,181,2,1,11,552,7,NA,NA,NA,NA,0
2492,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00052,16.58,1,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90,1,0
2501,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90,1,"0","0","1",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2504,"Defenseur",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,13,4,"1","1","1",1,0,0,NA,1,58,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2518,"Defenseur",10,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2522,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2532,"Defenseur",3,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,13.63,11.21,8.19,11.21,9.01,9.01,8.19,11.21,11.21,13.63,4e-05,9.72,3,"0","0","0",1,1,0,NA,5,268,3,NA,2,180,2,NA,NA,NA,NA,0
2539,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,14.2,11.78,14.2,17.82,17.82,11.78,11.78,11.78,17.82,0.00056,9.21,4,"0","1","1",1,0,1,1,3,174,2,NA,NA,NA,NA,3,6,327,4,0
2557,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,23.48,2,"1","0","1",0,1,1,NA,NA,NA,NA,NA,1,90,1,NA,3,149,2,0
2567,"Defenseur",11,"France","aucun","aucun",0,0,14.49,14.1,13.76,14.1,14.71,14.71,14.52,14.3,14.3,14.49,0.00016,12.61,5,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46,1,0
2571,"Gardien de But",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.59,3,"1","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,1
2576,"Defenseur",9,"Cameroun","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,11.81,11.81,NA,11.81,NA,NA,NA,11.81,11.81,11.81,2e-05,10.19,1,"0","0","0",1,0,0,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2581,"Attaquant",10,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00121,24.97,3,"1","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,139,1,0
2583,"Milieu",8,"France","aucun","aucun",0,1,12.93,13.51,14.24,13.51,14.24,14.24,13.8,13.01,13.01,9.87,0.00042,6.31,4,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2584,"Attaquant",8,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,20,17.14,16.42,17.14,15.95,15.95,16.42,16.42,16.42,20,0.00106,8.51,2,"0","1","0",1,0,1,3,8,410,5,NA,NA,NA,NA,1,3,139,1,0
2586,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2605,"Defenseur",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,12.73,1,"0","0","1",1,1,0,NA,4,230,2,NA,2,180,2,NA,NA,NA,NA,0
2609,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2612,"Milieu",8,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196,21.25,1,"0","1","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2616,"Defenseur",4,"Comores","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,18.44,18.44,18.44,18.44,18.44,18.44,NA,NA,NA,NA,0,10.17,1,"1","0","0",1,0,0,NA,3,174,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2618,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM CLAIREFONTAINE",0,0,13.6,15.31,15.59,15.31,14.99,14.99,15.59,14.92,14.92,14.89,6e-05,10.38,4,"0","1","1",1,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2632,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00279,44.88,1,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2641,"Attaquant",3,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00133,32.86,2,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2651,"Defenseur",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,12.12,2,"1","0","0",1,0,0,NA,3,233,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2664,"Defenseur",12,"Cote d'ivoire","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.83,3,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
2670,"Attaquant",6,"Guadeloupe","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.75,1,"0","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2671,"Defenseur",6,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,14.42,13.92,14.42,14.42,14.42,13.92,14.42,14.42,15.08,0.00012,10.68,3,"0","1","1",1,0,0,NA,6,434,5,NA,NA,NA,NA,NA,NA,NA,NA,0
2676,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,187,2,1
2680,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,10.96,10.96,13.41,10.96,10.96,10.96,13.41,10.96,10.96,10.96,5e-04,8.62,4,"1","1","0",0,1,0,NA,NA,NA,NA,NA,1,71,1,NA,NA,NA,NA,1
2687,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2694,"Defenseur",8,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00052,20.4,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2716,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",3,1,13.88,14.54,14.79,14.54,14.54,14.54,14.79,14.54,14.54,13.88,0.00061,7.9,6,"1","1","1",1,1,1,12,17,1026,10,4,19,1240,13,4,10,426,4,1
