"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES","exp","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION","Y"
2709,"Attaquant",6,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00034,12.62,3,"0","0","0",0,1,1,1,0,0,NA,NA,NA,NA,3,4,264,3,NA,5,146,1,2,2,147,2,NA,NA,NA,NA,NA,NA,NA,NA,0
2711,"Gardien de But",7,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.91,3,"1","0","0",1,1,1,1,1,1,NA,10,900,10,NA,12,1080,12,NA,5,450,5,NA,3,224,2,NA,1,44,NA,NA,6,540,6,1
2713,"Defenseur",3,"France","aucun","aucun",0,0,18.28,18.28,18.28,18.28,18.28,18.28,NA,NA,NA,NA,0,8.27,2,"1","0","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,1176,14,NA,4,143,2,NA,NA,NA,NA,0
2715,"Attaquant",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,1,1,1,0,0,1,1,49,NA,1,4,345,4,NA,7,473,5,2,10,545,7,NA,NA,NA,NA,NA,NA,NA,NA,0
2718,"Milieu",7,"France","aucun","aucun",2,1,11.48,14.82,16.49,14.82,16.49,16.49,16.49,14.82,14.82,11.48,0.00024,6.51,4,"1","0","1",1,1,1,0,1,0,1,10,454,6,2,18,1128,13,2,12,867,10,NA,NA,NA,NA,4,8,553,7,NA,NA,NA,NA,0
2728,"Attaquant",9,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,0,NA,NA,NA,NA,10,10,NA,NA,NA,NA,0.00068,7.38,6,"1","1","0",1,0,0,0,0,0,NA,1,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2737,"Gardien de But",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.3,2,"0","1","1",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2738,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,8.78,5,"1","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,8,596,6,NA,12,959,11,1,15,1153,13,NA,9,611,6,1
2741,"Milieu",3,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,6.46,4,"1","1","0",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,310,3,NA,NA,NA,NA,0
2747,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.55,3,"1","0","1",1,0,0,0,0,0,NA,7,358,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2748,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,7.29,2,"1","0","1",1,0,0,0,0,0,NA,1,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2769,"Milieu",4,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,17.61,16.33,15.21,16.33,16.33,16.33,14.48,15.81,15.81,18.34,1e-04,6.01,1,"0","0","1",1,0,0,0,0,0,NA,5,173,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2773,"Milieu",9,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,14.35,15.25,13.58,15.25,16.11,16.11,13.19,15.5,15.5,18.59,3e-05,8.51,2,"0","0","0",0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,346,4,NA,6,342,4,NA,NA,NA,NA,NA,9,329,3,0
2775,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,16.42,17.74,16.42,14.91,14.91,15.72,14.1,14.1,NA,3e-05,10.56,2,"1","0","1",1,0,0,0,0,0,NA,2,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2783,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM DIJON",0,0,16.67,16.5,16.81,16.5,15.69,15.69,16.81,16.5,16.5,16.09,0,9.23,4,"1","0","1",1,1,0,0,0,0,NA,4,360,4,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2784,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,7.94,4,"1","0","0",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,1,44,NA,NA,6,197,2,NA,6,283,3,1
2786,"Defenseur",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,9.4,3,"1","0","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,71,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2795,"Defenseur",10,"France","aucun","PEM - PEM CASTELMAUROU",0,0,13.94,13,12.31,13,13.47,13.47,11.9,12.9,12.9,14.1,2e-05,10.14,4,"0","1","1",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2804,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,10.89,5,"1","1","1",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,360,4,NA,2,134,1,NA,NA,0,NA,1
2809,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.28,4,"1","0","1",1,1,0,1,1,1,2,12,815,8,NA,7,449,4,NA,NA,NA,NA,NA,1,35,NA,NA,1,90,1,NA,13,971,11,1
2818,"Milieu",8,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,1,16.8,16.15,16.28,16.15,17.3,17.3,15.39,15.24,15.24,16.3,0.00025,13.74,1,"1","0","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2819,"Attaquant",5,"Congo","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,4.15,12,"1","1","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,57,1,NA,3,82,1,0
2821,"Defenseur",2,"France","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",0,1,6.33,6.33,6.33,6.33,6.33,6.33,NA,NA,NA,NA,3e-05,11.77,4,"1","0","0",0,1,1,1,1,0,NA,NA,NA,NA,NA,1,74,1,NA,7,625,7,1,12,1003,12,NA,2,102,1,NA,NA,NA,NA,0
2824,"Attaquant",11,"France","aucun","PEM - PEM CLAIREFONTAINE",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,5.75,3,"1","0","0",1,0,0,1,1,1,NA,3,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,178,2,NA,12,575,5,NA,6,305,4,1
2827,"Defenseur",10,"France","CFM - LOSC LILLE ASSOCIATION","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,10.34,2,"1","0","0",1,0,0,0,0,0,NA,7,439,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2837,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,12.71,1,"1","0","0",1,1,1,1,0,1,NA,2,154,2,2,9,678,7,NA,6,428,5,NA,6,350,4,NA,NA,NA,NA,NA,4,288,4,1
2842,"Milieu",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,6.78,3,"0","1","1",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,31,NA,NA,4,280,3,NA,3,126,1,0
2851,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,16.48,15.35,16.48,16.48,16.48,15.35,16.48,16.48,19.12,0,7.94,2,"0","0","1",1,0,1,1,0,1,NA,7,600,7,NA,NA,NA,NA,NA,5,406,5,NA,4,360,4,NA,NA,NA,NA,NA,1,90,1,0
2876,"Attaquant",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00041,7.88,3,"1","0","0",0,1,1,1,0,1,NA,NA,NA,NA,NA,8,523,7,NA,5,372,4,1,3,172,2,NA,NA,NA,NA,NA,4,294,4,1
2890,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,18.45,2,"0","1","1",1,0,0,0,0,0,NA,8,444,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2893,"Defenseur",1,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,1,13.85,13.54,14.48,13.54,14.59,14.59,14.48,13.54,13.54,12.27,5e-05,9.54,5,"1","0","1",1,1,0,1,1,0,NA,10,527,6,NA,4,270,3,NA,NA,NA,NA,1,3,135,1,1,1,90,1,NA,NA,NA,NA,0
2896,"Attaquant",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,11.81,14.26,15.08,14.26,16.06,16.06,15.08,14.26,14.26,11.81,8e-05,9.15,5,"0","1","1",1,0,0,0,0,0,NA,2,110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2906,"Gardien de But",2,"République Centrafricaine","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.93,2,"0","0","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2907,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,15.43,15.43,NA,15.43,15.43,15.43,NA,15.43,15.43,15.43,8e-05,8.02,2,"1","0","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,888,10,1
2910,"Milieu",10,"Cameroun","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,13.72,3,"0","0","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,226,2,NA,10,736,8,NA,NA,NA,NA,0
2912,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,12.9,12.41,11.54,12.41,12.98,12.98,11.91,12.75,12.75,13.85,6e-05,10.53,1,"0","1","0",0,1,0,0,1,0,NA,NA,NA,NA,NA,4,182,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,1,NA,NA,NA,NA,0
2917,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,8.92,3,"0","0","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2918,"Milieu",4,"Espagne","aucun","aucun",0,1,NA,12.77,12.77,12.77,12.77,12.77,12.77,12.78,12.77,NA,0.00098,7.28,1,"1","0","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4,174,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2922,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM AIX EN PROVENCE",0,0,11.69,11.4,11.11,11.4,11.42,11.42,11.11,11.19,11.19,11.69,0,13.87,3,"0","1","0",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2923,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,8.26,6,"1","1","1",1,1,1,1,1,1,6,11,630,7,6,20,1227,14,1,5,251,3,1,14,1018,12,2,10,598,6,NA,4,155,2,0
2924,"Attaquant",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM REIMS",0,1,NA,14.33,14.33,14.33,14.33,14.33,14.33,14.33,14.33,NA,0.00025,9.72,3,"1","0","1",1,0,0,0,0,0,2,5,279,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2927,"Defenseur",6,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,13.29,11.87,13.29,11.87,11.87,11.87,NA,11.87,11.87,11.87,1e-04,10.68,1,"0","1","0",0,1,1,0,0,0,NA,NA,NA,NA,NA,8,437,5,NA,7,424,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2931,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,6.59,4,"0","1","1",0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,6,402,4,1,10,489,5,2,7,376,3,NA,NA,NA,NA,0
2935,"Defenseur",6,"France","aucun","aucun",2,1,NA,16.22,16.22,16.22,15.98,15.98,16.22,16.22,16.22,NA,7e-05,9.22,5,"1","0","1",1,1,1,1,0,0,NA,9,555,5,NA,9,769,8,NA,10,847,10,1,6,484,5,NA,NA,NA,NA,NA,NA,NA,NA,0
2938,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,9.51,3,"0","1","1",1,0,0,0,0,0,NA,3,116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2939,"Milieu",3,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,8.43,6,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,17,1146,12,1
2942,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,14.38,14.38,14.38,14.38,14.38,14.38,14.38,14.38,NA,3e-05,15.33,2,"0","1","0",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2943,"Milieu",9,"Algérie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,5.39,7,"1","1","1",1,1,1,1,0,1,NA,3,189,1,2,6,424,4,10,9,574,7,1,16,1202,14,NA,NA,NA,NA,7,9,561,6,0
2944,"Milieu",9,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,14.96,15.89,16.93,15.89,16.08,16.08,16.93,15.89,15.89,15.09,8e-05,9.26,2,"0","0","0",1,0,0,0,0,0,NA,3,176,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2945,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,7.88,3,"0","0","1",1,0,0,1,1,0,NA,5,210,3,NA,NA,NA,NA,NA,NA,NA,NA,3,15,459,3,1,5,246,3,NA,NA,NA,NA,0
2947,"Milieu",12,"Algérie","aucun","aucun",2,1,20,20,20,20,NA,NA,NA,NA,NA,NA,7e-05,9.04,4,"1","0","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,295,3,1,7,510,6,NA,NA,NA,NA,NA,NA,NA,NA,0
2950,"Milieu",7,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,1,20,20,20,20,NA,NA,NA,NA,NA,NA,0.00019,9.34,3,"0","1","1",1,0,0,0,0,0,NA,4,218,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2959,"Milieu",6,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00039,7.84,6,"1","1","0",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,273,4,NA,NA,NA,NA,0
2962,"Milieu",1,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,4.22,6,"1","0","1",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,875,11,2,11,731,8,NA,5,274,3,1
2969,"Milieu",4,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,8.45,7,"1","0","1",1,0,0,1,0,0,NA,2,89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,108,1,NA,NA,NA,NA,NA,NA,NA,NA,0
2971,"Milieu",4,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,8.54,4,"1","1","1",0,1,0,1,1,1,NA,NA,NA,NA,NA,8,620,7,NA,NA,NA,NA,NA,5,349,4,NA,2,86,1,NA,11,733,8,0
2977,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.56,6,"1","1","0",1,1,1,1,1,0,NA,5,409,4,NA,3,227,2,NA,1,90,1,NA,1,44,NA,NA,2,180,2,NA,NA,NA,NA,0
2980,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,14.41,14.41,14.41,NA,7e-05,7.61,4,"1","1","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,421,4,NA,3,270,3,NA,NA,NA,NA,0
2990,"Defenseur",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,9.24,3,"0","1","1",1,1,1,1,1,0,1,16,1020,13,NA,1,90,1,NA,5,335,4,NA,7,518,5,NA,12,971,12,NA,NA,NA,NA,0
2993,"Defenseur",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,13,1,"1","0","0",1,0,0,0,0,0,1,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2997,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",1,1,NA,10.8,10.8,10.8,NA,NA,10.8,10.8,10.8,NA,3e-05,9.34,3,"0","1","1",1,1,1,1,0,0,NA,10,794,9,NA,7,481,5,NA,3,270,3,1,6,328,4,NA,NA,NA,NA,NA,NA,NA,NA,0
2999,"Attaquant",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,7.39,3,"0","1","1",1,0,1,1,1,0,2,2,76,1,NA,NA,NA,NA,2,3,177,2,2,17,969,12,NA,3,160,2,NA,NA,NA,NA,0
3008,"Milieu",7,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,7.21,4,"0","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,4,263,4,NA,4,248,3,NA,2,94,1,0
3011,"Milieu",7,"France","aucun","aucun",2,1,NA,12.57,12.57,12.57,NA,NA,12.57,12.57,12.57,NA,0.00016,7.45,4,"1","0","1",1,1,1,1,1,0,4,10,578,8,1,16,1106,13,3,7,377,4,3,11,512,4,1,5,168,2,NA,NA,NA,NA,0
3019,"Attaquant",5,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,9.64,2,"1","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,161,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3023,"Defenseur",1,"France","aucun","PEM - PEM PLOUFRAGAN",1,0,NA,9.62,9.62,9.62,12.25,12.25,9.62,9.62,9.62,NA,5e-05,10.29,4,"1","0","1",1,0,0,0,0,0,NA,3,194,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3025,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,7.75,4,"1","1","1",0,1,1,1,1,1,NA,NA,NA,NA,NA,4,178,1,3,5,313,4,NA,15,549,4,2,11,610,6,NA,5,192,2,1
3029,"Milieu",1,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,5.47,6,"1","1","0",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3034,"Milieu",5,"Congo","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00081,3.92,5,"0","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,71,1,NA,NA,NA,NA,0
3035,"Defenseur",1,"Bénin","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,10.45,5,"0","0","1",1,1,1,0,0,1,NA,2,112,1,NA,1,90,1,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,0
3044,"Attaquant",7,"Sénégal","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04,9.21,1,"0","0","1",0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,104,1,NA,8,361,3,1,3,246,3,NA,NA,NA,NA,0
3050,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,5.9,5,"0","1","1",1,1,1,1,1,1,1,7,479,5,NA,15,996,11,NA,1,65,1,NA,2,87,1,NA,3,183,2,NA,3,97,1,0
3051,"Attaquant",10,"Etats-Unis","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00068,7.42,6,"1","1","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,193,2,NA,3,106,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3064,"Milieu",2,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.04,4,"1","0","1",0,1,1,1,0,0,NA,NA,NA,NA,1,6,213,1,NA,4,227,2,NA,7,473,6,NA,NA,NA,NA,NA,NA,NA,NA,0
3071,"Defenseur",12,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,10.64,2,"0","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
